Code,Disease,Symptoms
576,Abdominal aortic aneurysm,"['Sharp abdominal pain', 'Back pain', 'Shortness of breath', 'Sharp chest pain', 'Side pain', 'Burning abdominal pain', 'Swollen abdomen', 'Palpitations', 'Groin pain', 'Pallor']"
577,Pulmonary embolism,"['Shortness of breath', 'Sharp chest pain', 'Difficulty breathing', 'Cough', 'Back pain', 'Side pain', 'Weakness', 'Chest tightness', 'Hemoptysis', 'Sweating']"
578,Conduct disorder,"['Depressive or psychotic symptoms', 'Hostile behavior', 'Excessive anger', 'Depression', 'Fainting', 'Temper problems', 'Abusing alcohol', 'Restlessness', 'Hysterical behavior', 'Delusions or hallucinations']"
581,Epididymitis,"['Pain in testicles', 'Swelling of scrotum', 'Groin pain', 'Sharp abdominal pain', 'Side pain', 'Lower abdominal pain', 'Painful urination', 'Blood in urine', 'Retention of urine', 'Lower body pain', 'Swollen abdomen', 'Mass in scrotum']"
582,Premature rupture of amniotic membrane,"['Uterine contractions', 'Fever', 'Weight gain', 'Seizures', 'Spotting or bleeding during pregnancy', 'Sharp abdominal pain', 'Muscle swelling', 'Low back weakness', 'Back weakness']"
583,Molluscum contagiosum,"['Skin rash', 'Skin swelling', 'Skin lesion', 'Warts', 'Itching of skin', 'Arm lump or mass', 'Abnormal appearing skin', 'Acne or pimples', 'Skin growth', 'Skin dryness, peeling, scaliness, or roughness']"
585,Benign vaginal discharge (leukorrhea),"['Vaginal discharge', 'Sharp abdominal pain', 'Vaginal itching', 'Burning abdominal pain', 'Painful urination', 'Pelvic pain', 'Vaginal pain', 'Suprapubic pain', 'Pain during pregnancy', 'Frequent urination', 'Vaginal redness']"
586,Bladder obstruction,"['Retention of urine', 'Impotence', 'Frequent urination', 'Suprapubic pain', 'Blood in urine', 'Hesitancy', 'Involuntary urination', 'Excessive urination at night', 'Bedwetting']"
587,Melanoma,"['Skin lesion', 'Abnormal appearing skin', 'Skin moles', 'Skin swelling', 'Skin growth', 'Swollen lymph nodes', 'Back mass or lump', 'Skin irritation', 'Skin dryness, peeling, scaliness, or roughness', 'Itchy eyelid', 'Skin on arm or hand looks infected']"
588,Cervical disorder,"['Sharp abdominal pain', 'Vaginal bleeding after menopause', 'Pelvic pain', 'Vaginal discharge', 'Vaginal itching', 'Intermenstrual bleeding', 'Painful urination', 'Painful menstruation', 'Pain during intercourse', 'Vaginal pain', 'Hot flashes', 'Focal weakness']"
589,Laryngitis,"['Sore throat', 'Hoarse voice', 'Cough', 'Nasal congestion', 'Fever', 'Coryza', 'Ear pain', 'Difficulty in swallowing', 'Throat feels tight', 'Allergic reaction', 'Sinus congestion', 'Difficulty speaking']"
590,Dyshidrosis,"['Skin rash', 'Skin lesion', 'Skin dryness, peeling, scaliness, or roughness', 'Itching of skin', 'Abnormal appearing skin', 'Acne or pimples', 'Foot or toe lump or mass', 'Ankle pain', 'Skin on leg or foot looks infected']"
593,Lichen planus,"['Abnormal appearing skin', 'Skin rash', 'Itching of skin', 'Skin moles', 'Skin growth', 'Skin dryness, peeling, scaliness, or roughness', 'Difficulty speaking', 'Itchy scalp', 'Skin lesion', 'Irregular appearing scalp', 'Acne or pimples']"
594,Gastroduodenal ulcer,"['Sharp abdominal pain', 'Vomiting', 'Nausea', 'Burning abdominal pain', 'Upper abdominal pain', 'Vomiting blood', 'Sharp chest pain', 'Headache', 'Blood in stool', 'Changes in stool appearance', 'Melena', 'Heartburn']"
595,Inguinal hernia,"['Groin pain', 'Groin mass', 'Sharp abdominal pain', 'Lower abdominal pain', 'Ache all over', 'Swollen abdomen', 'Swelling of scrotum', 'Pain in testicles', 'Mass in scrotum', 'Penis redness']"
596,Eczema,"['Skin rash', 'Itching of skin', 'Abnormal appearing skin', 'Skin dryness, peeling, scaliness, or roughness', 'Skin lesion', 'Cough', 'Allergic reaction', 'Acne or pimples', 'Skin swelling', 'Irregular appearing scalp', 'Skin irritation', 'Warts']"
597,Asperger syndrome,"['Depressive or psychotic symptoms', 'Anxiety and nervousness', 'Depression', 'Temper problems', 'Lack of growth', 'Fainting', 'Antisocial behavior', 'Delusions or hallucinations', 'Hostile behavior', 'Excessive anger', 'Obsessions and compulsions', 'Nightmares']"
598,Mucositis,"['Fever', 'Mouth ulcer', 'Sore throat', 'Decreased appetite', 'Mouth pain', 'Tongue lesions', 'Gum pain', 'Difficulty in swallowing', 'Vomiting', 'Swollen tongue', 'Tongue pain']"
599,Paronychia,"['Hand or finger pain', 'Skin on arm or hand looks infected', 'Irregular appearing nails', 'Hand or finger swelling', 'Foot or toe pain', 'Abnormal appearing skin', 'Skin on leg or foot looks infected', 'Foot or toe swelling', 'Hand or finger lump or mass', 'Skin dryness, peeling, scaliness, or roughness']"
601,White blood cell disease,"['Fever', 'Vomiting', 'Nausea', 'Cough', 'Diarrhea', 'Weakness', 'Fatigue', 'Chills', 'Fluid retention', 'Mouth pain']"
603,Spondylolisthesis,"['Low back pain', 'Back pain', 'Leg pain', 'Hip pain', 'Lower body pain', 'Neck pain', 'Loss of sensation', 'Paresthesia', 'Problems with movement', 'Leg weakness', 'Leg cramps or spasms']"
604,Pseudotumor cerebri,"['Headache', 'Diminished vision', 'Dizziness', 'Pain in eye', 'Fluid retention', 'Skin swelling', 'Regurgitation', 'Spots or clouds in vision', 'Abnormal involuntary movements', 'Slurring words']"
605,Conjunctivitis due to virus,"['Eye redness', 'Pain in eye', 'Itchiness of eye', 'Fever', 'Swollen eye', 'White discharge from eye', 'Lacrimation', 'Eye burns or stings', 'Diminished vision']"
